0	162
0	22
0	71
0	0
0	140
0	51
3	299
3	13
4	337
5	26
5	21
5	246
6	21
6	481
6	470
7	21
9	187
10	6
10	443
13	28
14	187
14	339
14	98
14	124
16	698
16	71
17	460
17	789
17	744
17	777
18	84
18	0
19	343
19	48
20	71
20	963
21	657
21	201
22	65
26	71
27	201
27	65
27	789
28	16
31	27
31	48
32	140
32	139
33	201
34	27
36	26
37	422
37	4
37	22
38	150
39	402
39	246
41	703
41	86
42	1458
42	20
44	246
44	626
44	28
44	61
44	299
44	124
45	26
48	6
48	16
49	646
50	1358
50	581
50	646
51	16
51	200
51	246
51	139
55	21
55	3
56	354
56	27
57	343
57	405
57	444
58	28
58	22
58	615
58	571
58	1713
58	199
60	744
60	703
61	580
62	571
62	274
62	615
62	481
63	6
63	274
63	354
63	149
65	139
65	4
66	155
66	402
67	200
67	26
67	987
67	343
68	139
69	16
70	0
70	446
71	26
71	339
77	139
79	789
79	139
81	61
81	98
81	150
81	460
82	685
83	402
83	446
83	333
83	339
85	744
85	540
85	481
87	654
90	6
90	646
90	61
90	4
90	2572
90	3
91	1078
92	6
92	1112
93	354
94	30
94	333
95	139
95	32
96	61
99	903
100	155
101	339
102	200
102	540
102	333
102	13
102	744
102	685
103	343
103	239
104	150
104	987
104	615
107	580
108	28
108	20
109	139
114	20
114	246
114	621
115	71
115	901
115	187
116	22
116	339
117	30
121	13
121	28
121	571
121	993
122	124
123	402
123	4
123	61
124	86
124	540
125	26
128	201
129	460
130	3
131	16
133	339
133	1270
134	1270
134	319
135	2719
135	367
136	1053
136	580
139	30
139	51
139	444
139	1270
139	199
140	246
141	382
142	1308
143	16
147	987
151	339
151	155
155	199
158	16
159	299
159	71
159	354
159	98
160	0
161	26
163	61
164	6
165	471
165	481
165	22
165	16
165	13
167	84
167	1053
168	402
168	139
169	1270
170	3
170	402
170	0
173	400
173	21
175	415
176	22
176	481
176	48
176	657
176	4
176	16
177	139
178	443
178	402
180	16
180	382
181	30
181	3316
181	339
181	26
181	201
181	48
181	319
181	1713
181	471
184	149
185	403
185	654
186	150
186	155
186	30
187	901
189	402
189	22
191	400
194	65
194	30
194	581
194	124
194	155
194	299
197	155
198	20
198	30
198	13
198	199
198	187
199	987
199	415
199	3
199	48
200	619
200	299
200	354
200	16
200	1098
201	51
201	2654
201	4
201	339
203	139
203	3
204	16
209	619
210	402
210	200
210	155
214	402
214	155
217	1233
218	201
218	140
218	1268
218	777
219	777
220	744
220	646
220	685
220	3397
220	2570
220	339
220	30
221	491
221	339
223	28
225	744
226	139
227	139
227	13
228	239
228	402
230	71
231	580
231	540
231	993
231	124
231	1682
231	571
232	16
233	48
233	61
233	443
234	415
234	1201
238	481
238	51
238	200
240	28
243	6
243	139
245	777
246	155
246	187
248	615
248	1682
248	6
248	201
248	1076
248	744
248	155
248	654
248	200
248	0
248	246
250	339
252	297
253	13
253	685
253	402
253	16
253	124
255	139
257	139
259	30
260	124
260	16
261	13
262	84
262	481
263	908
264	71
264	30
266	155
267	615
269	0
269	48
271	139
273	73
273	201
273	6
273	1308
273	65
274	149
274	155
274	481
276	13
279	580
279	343
281	4
281	0
281	65
282	61
283	21
283	339
283	16
283	1268
284	615
285	3
287	354
287	626
287	16
289	28
289	1053
289	402
289	343
290	789
291	32
291	626
291	908
291	402
291	615
295	16
295	6
296	28
297	13
297	3
298	685
299	402
299	139
300	123
301	6
302	61
303	4122
303	1548
303	20
303	61
303	1493
304	654
306	339
306	0
308	402
309	657
311	2719
311	51
312	685
312	299
316	139
316	155
317	28
320	400
320	382
321	139
321	402
324	51
324	299
325	149
325	201
325	22
325	187
326	124
327	61
327	0
327	333
329	25
330	615
331	139
331	4
331	299
334	571
334	402
335	402
336	61
336	13
336	4122
338	744
338	299
339	460
339	402
342	339
343	402
345	201
345	646
345	1313
347	402
348	333
349	1704
351	187
351	22
352	333
352	339
353	580
353	646
355	155
355	98
355	139
356	580
356	299
356	789
356	61
361	654
361	540
362	339
366	71
366	28
367	3
367	61
369	744
370	27
371	246
371	51
371	25
371	28
371	32
372	22
372	646
372	21
373	339
374	1268
375	71
375	481
376	155
379	1078
379	30
379	2572
379	150
379	4
379	28
379	13
379	967
380	415
380	2006
380	246
380	470
380	16
381	615
381	28
381	13
382	299
384	21
384	571
385	28
386	339
386	13
386	540
388	32
388	444
390	20
390	71
392	6
397	878
398	61
401	28
401	460
402	130
403	6
404	1233
407	491
408	339
408	13
409	48
410	26
410	333
410	646
411	73
411	274
411	684
412	1076
413	354
413	239
413	581
413	963
413	199
413	22
413	20
413	200
413	415
415	339
417	987
417	744
417	22
417	16
418	51
418	402
418	187
419	0
421	654
422	20
424	734
424	32
424	187
425	246
426	124
428	27
429	299
431	26
431	16
433	48
433	123
433	685
434	201
435	415
436	30
436	1201
437	22
437	987
437	200
437	619
437	744
437	1235
440	28
441	16
441	124
444	400
444	354
445	28
445	6
446	1313
446	901
446	187
446	777
446	3
446	713
446	162
448	48
449	367
450	443
450	685
450	878
451	319
451	13
451	98
453	6
454	446
455	187
459	16
461	6
462	84
462	65
462	22
462	402
463	139
463	130
463	878
464	1308
466	354
467	685
467	65
467	402
467	703
467	1053
468	26
468	333
469	0
472	646
472	20
472	877
472	337
472	123
472	684
473	619
473	61
474	26
474	571
475	0
475	619
475	155
475	32
475	20
477	615
477	28
478	6
478	354
478	339
478	1078
478	149
478	30
480	405
481	354
481	460
481	123
481	987
481	2691
481	139
481	200
481	73
481	16
481	1548
481	86
482	123
482	1226
482	402
483	1270
484	16
484	415
486	987
487	337
491	13
493	1313
495	654
495	646
496	246
499	444
501	339
503	28
507	1235
508	615
509	22
510	422
511	402
511	354
512	0
512	274
513	540
517	789
517	124
520	13
521	200
522	13
523	987
523	201
526	6
526	540
526	139
528	27
530	139
530	615
532	1781
532	908
532	16
532	444
534	2289
535	124
538	626
538	13
539	1270
539	16
540	734
540	3
540	48
542	1226
542	444
549	28
549	3
549	993
550	139
551	200
552	901
552	1233
552	28
553	1268
553	65
555	460
556	48
557	444
557	0
558	400
558	123
559	3
559	27
559	21
559	28
561	246
563	26
563	339
564	354
564	1270
567	26
568	443
568	16
568	571
568	22
568	402
570	61
570	646
570	200
571	481
571	3
571	0
571	339
571	619
571	299
572	1270
572	402
573	139
575	1713
575	20
578	30
578	646
578	580
578	124
578	403
578	201
579	777
579	22
581	343
582	21
582	6
584	20
584	400
584	626
584	402
585	26
585	654
586	22
586	339
587	1201
588	343
590	1270
590	28
590	343
590	21
591	402
591	333
592	444
592	443
593	73
594	139
594	13
594	299
595	140
595	16
595	2654
595	903
598	987
599	777
599	0
599	187
599	654
599	402
601	28
601	1053
602	646
603	343
604	626
604	3316
604	581
604	684
604	16
605	402
608	540
608	51
