0	2
0	0
0	12
0	40
1	98
1	78
1	96
1	65
1	62
1	101
1	133
1	6
1	123
2	144
2	198
2	146
2	187
2	171
2	163
2	148
2	192
4	301
4	310
4	284
4	247
4	230
4	273
4	203
4	169
4	253
4	223
4	240
5	317
5	250
5	158
5	329
5	340
5	367
5	275
5	332
5	316
8	452
8	426
8	251
8	209
8	320
8	163
8	410
8	449
8	412
8	420
8	408
8	404
8	213
9	488
9	405
9	474
9	406
12	302
12	512
12	515
13	131
13	61
13	222
13	565
13	108
15	551
15	241
15	618
15	515
15	616
15	219
15	638
15	587
15	317
15	586
15	614
16	394
16	474
16	644
17	701
17	666
17	190
17	688
17	737
17	348
17	735
17	698
17	682
17	236
17	741
17	14
17	163
17	695
17	256
17	158
17	762
17	689
18	394
18	56
18	791
18	491
18	827
18	787
18	781
18	790
19	865
19	380
19	849
19	850
19	242
19	48
19	145
19	114
20	880
20	887
20	499
22	54
22	67
22	131
22	778
22	403
22	851
23	560
23	918
23	336
24	997
24	956
24	1007
24	1019
24	1107
24	807
24	591
24	123
24	317
24	949
24	99
24	580
24	931
24	938
24	78
24	438
24	930
24	586
24	158
25	1130
25	722
25	366
25	743
25	230
25	302
28	304
28	315
28	54
28	229
30	1179
30	213
30	1207
30	604
30	425
31	211
31	195
31	253
31	1211
31	259
31	1224
31	588
31	1213
31	1219
32	314
32	311
32	169
32	632
32	636
32	354
34	1269
34	1273
34	1284
34	113
34	1278
34	551
34	1286
35	878
35	211
35	59
35	601
35	746
35	1343
35	1455
35	256
35	880
35	1390
35	1364
35	279
35	200
35	331
35	339
35	620
35	1358
35	1322
35	203
35	1352
35	1130
35	1348
35	67
35	1306
35	136
35	1023
35	1417
35	1370
38	1233
38	743
38	57
38	1517
38	543
38	620
38	281
38	1596
38	1511
38	1224
38	271
38	176
38	1594
38	108
38	724
38	313
38	326
38	1296
38	363
38	1488
38	1505
38	224
38	229
38	311
38	1526
38	770
38	195
38	1601
38	379
38	1587
38	1470
38	985
38	225
38	220
38	436
38	158
38	1480
40	158
40	246
40	14
41	229
41	314
41	218
41	330
