0	2
0	1
0	0
1	10386
1	10383
1	3507
1	4017
1	385
1	2795
1	10412
1	10401
1	3910
1	754
1	3889
1	1921
1	10385
1	10394
1	10390
1	3305
1	10404
1	1
1	10414
1	10398
1	2
1	10403
1	3316
1	10392
1	10384
1	10415
1	3866
1	4084
1	10393
1	3840
1	828
1	44
1	3520
1	10413
1	10395
1	10410
1	4056
1	10389
1	2916
1	10391
1	3859
1	10397
1	9499
1	10405
1	4058
1	317
1	9942
1	3740
1	3852
1	6190
1	4007
1	10387
1	10388
1	1220
1	10400
1	3817
2	12324
2	12335
2	2
2	1404
2	12308
2	12319
2	12331
2	12320
2	12310
2	12340
2	809
2	1269
2	12302
2	12313
2	12326
2	11412
2	5297
2	12316
2	4260
2	12323
2	5166
2	11700
2	2081
2	8921
2	12336
2	322
2	12311
2	6649
2	1098
2	12321
2	12343
2	12330
2	12328
2	1
2	12318
2	12329
2	12304
2	12317
2	12305
2	12342
2	4444
2	12337
2	12307
2	12334
2	129
2	12338
2	12306
2	12309
2	4901
2	12314
2	12322
2	12339
2	12344
3	1166
3	1147
3	1206
3	1142
3	1165
3	1170
3	1151
3	1179
3	1195
3	1154
3	1159
3	1191
3	1161
3	1197
3	1168
3	1133
3	1145
3	1201
3	1192
3	1158
3	1138
3	1163
3	1156
3	1185
3	1134
3	2
3	1019
3	1180
3	529
3	344
3	1164
3	1174
3	358
3	1006
3	1137
3	1199
3	1140
3	1188
3	1149
3	251
3	1202
3	1196
3	1005
3	1175
3	1203
3	1200
3	1148
3	1190
3	1141
3	1189
3	1193
3	1173
3	1146
3	1150
3	1204
3	1060
3	1177
3	80
3	746
3	1136
3	1176
3	1194
3	1157
3	1172
3	1155
3	1198
3	1144
3	1153
3	1143
3	1160
3	1135
3	1181
3	1186
3	1152
4	8889
4	8892
4	8882
4	8886
4	8893
4	8881
4	8894
4	2
4	8890
4	8885
4	5164
4	5223
4	4399
4	8884
4	8888
4	8887
4	108
4	8891
4	8883
5	1666
5	17619
5	798
5	8120
5	18142
5	18192
5	17863
5	773
5	653
5	2329
5	17874
5	18209
5	17909
5	4922
5	18219
5	750
5	18241
5	18149
5	18176
5	18319
5	18226
5	7273
5	5958
5	484
5	18228
5	5957
5	2201
5	18127
5	1676
5	1680
5	18335
5	18306
5	18269
5	18236
5	18312
5	18285
5	18128
5	18311
5	18275
5	652
5	18249
5	17620
5	18170
5	18264
5	18323
5	18286
5	1697
5	712
5	18205
5	18162
5	18300
5	18294
5	17786
5	782
5	18204
5	470
5	18247
5	18131
5	18139
5	18181
5	18243
5	18151
5	785
5	18244
5	18288
5	18290
5	18280
5	740
5	18157
5	18178
5	18190
5	717
5	18218
5	774
5	1673
5	2140
5	10965
5	18201
5	2313
5	644
5	18153
5	535
5	18152
5	18146
5	17853
5	18193
5	18222
5	18185
5	18145
5	2203
5	18299
5	18258
5	12526
5	18261
5	1700
5	18283
5	18223
5	779
5	18161
5	1675
5	18225
5	18239
5	4787
5	5945
5	18212
5	658
5	5117
5	18169
5	4775
5	18158
5	18224
5	13554
5	18242
5	18253
5	2486
5	18203
5	679
5	18156
5	18229
5	17661
5	18171
5	1689
5	646
5	18232
5	18270
5	442
5	18245
5	17864
5	18202
5	18238
5	18054
5	1952
5	18231
5	18326
5	18316
5	2187
5	18188
5	18327
5	18281
5	654
5	18282
5	18336
5	769
5	2475
5	18295
5	18182
5	18318
5	17622
5	786
5	15552
5	50
5	18260
5	463
5	1692
5	18159
5	18210
5	18276
5	18250
5	18166
5	637
5	18164
5	18268
5	657
5	18211
5	18309
5	18144
5	770
5	18330
5	18322
5	18208
5	18255
5	2317
5	18214
5	765
5	18124
5	2
5	728
5	18287
5	18271
5	2116
5	2205
5	751
5	17866
5	18133
5	17878
5	18179
5	17869
5	512
5	18259
5	18296
5	18196
5	18168
5	18274
5	8161
5	18189
5	2165
5	18217
5	18266
5	462
5	15699
5	18308
5	18206
5	18150
5	12532
5	2312
5	1661
5	18125
5	18234
5	633
5	18078
5	18191
5	7282
5	18129
5	795
