2	4573
2	409
10	13179
10	615
13	495
13	6110
29	1569
29	2156
33	1425
33	1426
37	2579
37	3099
38	9156
38	9995
38	3616
38	6201
45	8717
45	2520
51	5881
51	8201
51	4464
62	10416
62	2920
62	1911
65	11835
65	15373
65	5272
65	1781
69	15273
69	2473
70	949
70	5211
70	178
74	7198
74	5761
74	5054
76	9876
76	1908
76	12528
76	12792
76	5102
76	11071
76	13987
76	1687
76	4746
76	6752
83	9805
83	11421
83	1189
83	6506
85	16106
85	796
94	337
94	5607
94	6514
94	1574
94	13196
94	445
94	487
97	7854
97	15825
97	11823
103	12268
103	16514
104	2847
104	2243
109	2566
109	13019
110	8306
110	12137
110	11546
134	1002
134	66
135	6378
135	1469
135	73
135	12983
135	12125
137	1184
137	4218
140	4273
140	2328
147	402
147	8649
150	86
150	2854
153	12802
153	8733
153	14356
153	159
156	11967
156	5752
156	11831
156	5757
156	298
156	7919
163	1878
163	14013
165	4648
165	1218
182	1781
182	1794
182	15677
194	5703
194	932
194	1522
195	7388
195	16054
206	4946
206	15493
206	3092
280	3475
280	15642
280	13617
280	3808
281	933
281	5008
282	15928
282	4592
282	479
300	8430
300	11156
304	12650
304	9223
304	13429
304	16100
304	13527
323	159
323	9049
340	2681
340	11424
417	13531
417	187
451	6056
451	5730
452	6360
452	7546
467	7469
467	15046
467	4210
467	14793
467	5222
485	1046
485	1047
485	2429
538	649
538	933
550	7663
550	8261
562	14454
562	261
563	1016
563	6974
563	13491
571	2622
571	3912
581	4936
581	7619
604	1256
604	10580
606	14576
606	2000
606	2977
630	11065
630	1387
640	14942
640	14984
640	14520
640	12606
640	14521
652	8149
652	918
675	313
675	4851
692	10359
692	7155
696	11704
696	12048
700	3992
700	16361
700	13309
704	5745
704	1088
704	7120
704	5653
704	5444
719	1522
719	3942
752	6465
752	6814
760	926
760	663
760	12740
760	2109
781	6714
781	3253
781	9309
791	12327
791	13984
832	12068
832	14381
832	15008
846	12300
846	1994
846	6686
865	14963
865	6297
866	4055
866	11339
866	5610
866	6629
866	11176
892	6747
892	8998
902	13024
902	3354
913	5672
913	16084
922	7981
922	4112
922	13510
1012	11649
1012	3601
1054	3282
1054	4089
1187	3943
1187	3548
1201	15389
1201	8548
1218	6948
1218	5479
1241	2123
1241	2216
1266	3179
1266	5293
1303	13868
1303	1394
1311	4169
1311	3701
1316	1199
1316	2781
1316	14128
1316	659
1327	13718
1327	13432
1332	10964
1332	14350
1401	7327
1401	3616
1429	15651
1429	8436
1450	5709
1450	1024
1482	15811
1482	15687
1483	7265
1483	13010
1483	7276
1497	12143
1497	2343
1497	9415
1501	4397
1501	3791
1502	2484
1502	1797
1511	924
1511	13945
1594	13418
1594	6790
1632	7839
1632	1431
1639	7314
1639	11927
1716	1060
1716	15816
1716	9574
1970	15959
1970	1859
2069	8486
2069	15503
2069	15491
2152	2253
2152	1609
2316	7532
2316	14468
2473	9310
2473	7327
2473	12614
2475	3025
2475	2383
2489	9000
2489	15510
2506	6710
2506	8200
2550	8547
2550	9662
2727	2107
2727	2862
2733	8983
2733	8984
2956	11818
2956	8529
3029	11983
3029	7643
3052	9660
3052	9545
3274	11493
3274	9185
3582	13137
3582	4615
3981	15731
3981	15732
3981	11780
3981	12964
3981	11315
4534	8979
4534	11321
4721	11708
4721	10268
5327	15316
5327	13781
5327	15564
